,train,val,test
0,C3L-00001-21,C3N-00579-21,C3N-02828-21
1,C3L-00009-21,C3N-00579-22,C3N-02828-22
2,C3L-00080-21,C3N-00579-23,C3N-02828-23
3,C3L-00083-21,C3N-00579-24,C3N-02828-24
4,C3L-00093-21,C3N-00578-21,C3N-00574-21
5,C3L-00094-21,C3N-00578-22,C3N-00574-22
6,C3L-00140-21,C3N-00578-23,C3N-00574-23
7,C3L-00140-22,C3N-00578-24,C3N-00574-24
8,C3L-00263-21,C3N-02242-21,C3N-03225-22
9,C3L-00263-22,C3N-02242-22,C3N-03225-23
10,C3L-00263-23,C3N-02242-23,C3N-01019-21
11,C3L-00263-24,C3N-02242-24,C3N-01019-22
12,C3L-00263-25,C3N-01417-21,C3N-01019-23
13,C3L-00279-21,C3N-01417-22,C3N-01019-24
14,C3L-00279-22,C3N-01417-23,C3N-02090-21
15,C3L-00279-23,C3N-01417-24,C3N-02090-22
16,C3L-00368-21,C3N-01021-21,C3N-02090-23
17,C3L-00368-22,C3N-01021-22,C3L-00095-21
18,C3L-00412-21,C3N-01021-23,C3L-00095-22
19,C3L-00422-21,C3N-01021-24,C3L-00095-23
20,C3L-00422-22,C3N-00217-21,C3N-01410-21
21,C3L-00422-23,C3N-00217-22,C3N-01410-22
22,C3L-00444-21,C3N-00217-23,C3N-01410-23
23,C3L-00444-22,C3N-00217-24,C3N-01410-24
24,C3L-00444-23,C3N-02067-21,C3N-02729-21
25,C3L-00446-21,C3N-02067-22,C3N-02729-22
26,C3L-00446-22,C3L-00893-21,C3N-02587-21
27,C3L-00446-23,C3L-00893-22,C3N-02587-22
28,C3L-00446-24,C3L-00893-23,C3N-02141-21
29,C3L-00510-21,C3N-02002-22,C3N-02141-22
30,C3L-00510-22,C3N-02002-23,C3N-02141-23
31,C3L-00510-23,C3N-02379-21,C3N-02141-24
32,C3L-00604-21,C3N-02379-22,C3L-00913-21
33,C3L-00604-22,C3N-02916-21,C3L-00913-22
34,C3L-00604-23,C3N-02916-22,C3L-00913-23
35,C3L-00973-21,C3N-02916-23,C3N-02424-21
36,C3L-00973-22,C3N-02916-24,C3N-02424-22
37,C3L-00973-23,C3N-00550-21,C3N-01413-21
38,C3L-00973-24,C3N-00550-22,C3N-01413-22
39,C3L-00973-25,C3N-00550-23,C3N-01413-23
40,C3L-01330-21,C3N-00550-24,C3N-01413-24
41,C3L-01330-22,C3L-00144-21,C3N-02192-21
42,C3L-01330-23,C3N-02150-21,C3N-02192-22
43,C3L-01632-21,C3N-02150-22,C3N-02192-23
44,C3L-01632-22,C3N-02150-23,C3N-02192-24
45,C3L-01632-23,C3N-02150-24,C3N-02143-21
46,C3L-01682-21,C3N-01405-21,C3N-02143-22
47,C3L-01682-23,C3N-01405-22,C3N-02143-23
48,C3L-01683-26,C3N-01405-23,C3N-02143-24
49,C3L-01683-27,C3N-01405-24,C3L-03679-22
50,C3L-01862-21,C3N-02929-21,C3L-01838-23
51,C3L-01862-22,C3N-02929-22,C3L-04379-21
52,C3L-01862-23,C3L-04408-21,C3L-04379-22
53,C3L-01889-21,C3L-04014-21,C3L-04379-23
54,C3L-01890-22,C3L-04014-22,C3L-04379-24
55,C3L-01924-21,C3L-04014-23,C3L-04379-25
56,C3L-01924-22,C3L-04014-24,C3N-01018-21
57,C3L-01924-23,C3L-04014-25,C3N-01018-22
58,C3L-01924-24,C3N-02374-21,C3N-01018-23
59,C3L-01924-25,C3N-02374-22,C3N-01018-24
60,C3L-02165-21,C3L-02552-22,C3L-00603-21
61,C3L-02165-22,C3L-02552-23,C3L-00603-22
62,C3L-02165-23,C3L-05420-21,C3L-00415-21
63,C3L-02219-21,C3L-05420-22,C3L-00415-23
64,C3L-02219-22,C3L-05420-23,C3L-02891-21
65,C3L-02345-21,C3L-05420-24,C3N-03877-21
66,C3L-02345-22,C3L-05420-25,C3N-03877-22
67,C3L-02345-23,C3N-05100-27,C3L-04071-21
68,C3L-02348-21,C3L-05148-21,C3L-04071-23
69,C3L-02348-22,C3L-05148-22,C3L-05394-21
70,C3L-02365-21,C3L-05148-23,C3L-05394-22
71,C3L-02365-24,C3L-05148-24,C3L-05394-23
72,C3L-02365-25,C3L-05148-25,C3L-05394-24
73,C3L-02508-22,C3N-03880-21,C3L-05394-25
74,C3L-02508-23,C3N-03880-22,C3L-03272-21
75,C3L-02549-21,C3L-05392-21,C3L-03272-22
76,C3L-02549-22,C3L-05392-22,C3L-03272-23
77,C3L-00081-21,C3L-05392-23,C3L-01606-21
78,C3L-00445-21,C3L-05392-24,C3N-04124-21
79,C3L-00445-25,C3L-05392-25,C3N-04124-22
80,C3L-00445-26,C3N-05630-22,C3L-05395-21
81,C3L-00503-21,C3L-05022-21,C3L-05395-22
82,C3L-00503-22,C3L-05022-22,C3L-05395-23
83,C3L-00503-23,C3L-05022-23,C3L-05395-24
84,C3L-00568-21,C3L-05022-24,C3L-05395-25
85,C3L-00568-22,C3L-02358-21,C3L-04916-21
86,C3L-00568-23,C3L-02358-22,C3L-04916-22
87,C3L-00904-21,C3L-02358-23,C3L-04916-23
88,C3L-00904-22,C3N-05923-21,C3L-04916-24
89,C3L-00923-23,C3L-04013-21,C3L-04916-25
90,C3L-00927-21,C3L-04013-22,C3N-00221-24
91,C3L-00927-22,C3L-04013-23,C3N-00221-25
92,C3L-00927-23,C3L-04013-24,C3N-00221-26
93,C3L-00965-21,C3L-04013-25,C3N-00221-27
94,C3L-00965-22,C3L-05428-21,C3N-00221-28
95,C3L-00965-23,C3L-05428-22,C3L-04922-21
96,C3L-00965-24,C3L-05428-23,C3L-04922-22
97,C3L-00993-21,C3L-05428-24,C3L-04922-23
98,C3L-00993-22,C3L-05428-25,C3L-04922-24
99,C3L-00993-23,C3N-02426-21,C3L-04922-25
100,C3L-00993-24,C3N-02426-22,
101,C3L-01000-24,,
102,C3L-01000-25,,
103,C3L-01285-21,,
104,C3L-01285-22,,
105,C3L-01285-23,,
106,C3L-01455-21,,
107,C3L-01455-22,,
108,C3L-01455-23,,
109,C3L-01663-22,,
110,C3L-01884-21,,
111,C3L-01884-22,,
112,C3L-02127-21,,
113,C3L-02127-22,,
114,C3L-02127-23,,
115,C3L-02127-24,,
116,C3L-02130-21,,
117,C3L-02130-22,,
118,C3L-02130-23,,
119,C3L-02130-24,,
120,C3L-02164-21,,
121,C3L-02164-22,,
122,C3L-02164-23,,
123,C3L-02168-21,,
124,C3L-02168-22,,
125,C3L-02168-23,,
126,C3L-02170-21,,
127,C3L-02170-22,,
128,C3L-02170-23,,
129,C3L-02349-21,,
130,C3L-02546-21,,
131,C3L-02546-23,,
132,C3L-02624-21,,
133,C3L-02624-22,,
134,C3L-02624-23,,
135,C3L-02624-24,,
136,C3L-02624-25,,
137,C3L-02625-21,,
138,C3L-02625-22,,
139,C3L-02625-23,,
140,C3L-02625-24,,
141,C3L-02625-25,,
142,C3L-02627-21,,
143,C3L-02627-22,,
144,C3L-02627-23,,
145,C3L-02627-24,,
146,C3L-02627-25,,
147,C3L-02629-21,,
148,C3L-02629-22,,
149,C3L-02629-23,,
150,C3L-02629-24,,
151,C3L-02629-25,,
152,C3L-02648-21,,
153,C3L-02648-22,,
154,C3L-02648-23,,
155,C3L-02648-24,,
156,C3L-02648-25,,
157,C3L-02649-21,,
158,C3L-02649-22,,
159,C3L-02649-23,,
160,C3L-02649-24,,
161,C3L-02649-25,,
162,C3L-02951-22,,
163,C3L-02951-23,,
164,C3L-02963-21,,
165,C3L-02963-22,,
166,C3L-02963-23,,
167,C3L-02964-21,,
168,C3L-02964-22,,
169,C3L-02968-22,,
170,C3L-02969-21,,
171,C3L-02969-22,,
